timestamp, strategy, backend_id, active_connections, avg_latency, last_latency, request_rate, observed_latency, success
1771778042021,round-robin,backend-2,7,50.285714285714285,48,7.0,51,true
1771778042022,round-robin,backend-1,7,56.142857142857146,48,7.0,52,true
1771778042021,round-robin,backend-3,7,56.142857142857146,61,7.0,52,true
1771778042022,round-robin,backend-1,7,56.142857142857146,48,7.0,51,true
1771778042022,round-robin,backend-1,7,56.142857142857146,48,7.0,51,true
1771778042021,round-robin,backend-2,7,50.285714285714285,48,7.0,52,true
1771778042022,round-robin,backend-2,7,50.285714285714285,48,7.0,51,true
1771778042021,round-robin,backend-1,7,56.142857142857146,48,7.0,52,true
1771778042022,round-robin,backend-2,7,50.285714285714285,48,7.0,56,true
1771778042021,round-robin,backend-3,7,56.142857142857146,61,7.0,51,true
1771778042022,round-robin,backend-3,7,56.142857142857146,61,7.0,50,true
1771778042022,round-robin,backend-3,7,56.142857142857146,61,7.0,50,true
1771778042021,round-robin,backend-2,7,50.285714285714285,48,7.0,51,true
1771778042022,round-robin,backend-3,7,56.142857142857146,61,7.0,58,true
1771778042022,round-robin,backend-1,7,56.142857142857146,48,7.0,59,true
1771778042022,round-robin,backend-2,7,50.285714285714285,48,7.0,58,true
1771778042021,round-robin,backend-3,7,56.142857142857146,61,7.0,61,true
1771778042023,round-robin,backend-1,7,56.142857142857146,48,7.0,63,true
1771778042022,round-robin,backend-3,7,56.142857142857146,61,7.0,64,true
1771778042021,round-robin,backend-1,7,56.142857142857146,48,7.0,69,true
1771778042081,round-robin,backend-3,7,56.142857142857146,61,7.0,46,true
1771778042087,round-robin,backend-1,7,56.142857142857146,48,7.0,42,true
1771778042083,round-robin,backend-3,7,56.142857142857146,61,7.0,46,true
1771778042081,round-robin,backend-2,7,50.285714285714285,48,7.0,48,true
1771778042081,round-robin,backend-2,7,50.285714285714285,48,7.0,48,true
1771778042080,round-robin,backend-2,7,50.285714285714285,48,7.0,49,true
1771778042081,round-robin,backend-1,7,56.142857142857146,48,7.0,49,true
1771778042081,round-robin,backend-2,7,50.285714285714285,48,7.0,55,true
1771778042081,round-robin,backend-1,7,56.142857142857146,48,7.0,58,true
1771778042080,round-robin,backend-2,7,50.285714285714285,48,7.0,60,true
1771778042080,round-robin,backend-1,7,56.142857142857146,48,7.0,61,true
1771778042081,round-robin,backend-1,7,56.142857142857146,48,7.0,60,true
1771778042081,round-robin,backend-3,7,56.142857142857146,61,7.0,60,true
1771778042081,round-robin,backend-3,7,56.142857142857146,61,7.0,60,true
1771778042081,round-robin,backend-1,7,56.142857142857146,48,7.0,61,true
1771778042081,round-robin,backend-2,7,50.285714285714285,48,7.0,61,true
1771778042080,round-robin,backend-3,7,56.142857142857146,61,7.0,65,true
1771778042081,round-robin,backend-3,7,56.142857142857146,61,7.0,64,true
1771778042087,round-robin,backend-2,7,50.285714285714285,48,7.0,66,true
1771778042091,round-robin,backend-3,7,56.142857142857146,61,7.0,64,true
1771778042130,round-robin,backend-1,7,56.142857142857146,48,7.0,42,true
1771778042130,round-robin,backend-3,7,56.142857142857146,61,7.0,49,true
1771778042131,round-robin,backend-1,7,56.142857142857146,48,7.0,48,true
1771778042129,round-robin,backend-1,7,56.142857142857146,48,7.0,53,true
1771778042130,round-robin,backend-2,7,50.285714285714285,48,7.0,52,true
1771778042130,round-robin,backend-2,7,50.285714285714285,48,7.0,52,true
1771778042142,round-robin,backend-2,7,50.285714285714285,48,7.0,45,true
1771778042130,round-robin,backend-3,7,56.142857142857146,61,7.0,58,true
1771778042141,round-robin,backend-3,7,56.142857142857146,61,7.0,49,true
1771778042146,round-robin,backend-3,7,56.142857142857146,61,7.0,50,true
1771778042143,round-robin,backend-1,7,56.142857142857146,48,7.0,53,true
1771778042142,round-robin,backend-3,7,56.142857142857146,61,7.0,55,true
1771778042138,round-robin,backend-2,7,50.285714285714285,48,7.0,60,true
1771778042141,round-robin,backend-1,7,56.142857142857146,48,7.0,58,true
1771778042142,round-robin,backend-2,7,50.285714285714285,48,7.0,57,true
1771778042142,round-robin,backend-1,7,56.142857142857146,48,7.0,61,true
1771778042146,round-robin,backend-2,7,50.285714285714285,48,7.0,58,true
1771778042143,round-robin,backend-3,7,56.142857142857146,61,7.0,62,true
1771778042153,round-robin,backend-1,7,56.142857142857146,48,7.0,53,true
1771778042156,round-robin,backend-2,7,50.285714285714285,48,7.0,54,true
1771778042173,round-robin,backend-3,7,56.142857142857146,61,7.0,53,true
1771778042179,round-robin,backend-1,7,56.142857142857146,48,7.0,60,true
1771778042182,round-robin,backend-1,7,56.142857142857146,48,7.0,57,true
1771778042179,round-robin,backend-2,7,50.285714285714285,48,7.0,60,true
1771778042188,round-robin,backend-3,7,56.142857142857146,61,7.0,52,true
1771778042183,round-robin,backend-2,7,50.285714285714285,48,7.0,63,true
1771778042182,round-robin,backend-3,7,56.142857142857146,61,7.0,64,true
1771778042197,round-robin,backend-3,7,56.142857142857146,61,7.0,49,true
1771778042188,round-robin,backend-1,7,56.142857142857146,48,7.0,58,true
1771778042199,round-robin,backend-3,7,56.142857142857146,61,7.0,50,true
1771778042190,round-robin,backend-2,7,50.285714285714285,48,7.0,64,true
1771778042200,round-robin,backend-2,7,50.285714285714285,48,7.0,54,true
1771778042197,round-robin,backend-1,7,56.142857142857146,48,7.0,57,true
1771778042204,round-robin,backend-1,7,56.142857142857146,48,7.0,56,true
1771778042206,round-robin,backend-2,7,50.285714285714285,48,7.0,54,true
1771778042204,round-robin,backend-3,7,56.142857142857146,61,7.0,56,true
1771778042206,round-robin,backend-3,7,56.142857142857146,61,7.0,55,true
1771778042211,round-robin,backend-1,7,56.142857142857146,48,7.0,51,true
1771778042198,round-robin,backend-2,7,50.285714285714285,48,7.0,64,true
1771778042199,round-robin,backend-1,7,56.142857142857146,48,7.0,63,true
1771778042227,round-robin,backend-2,7,50.285714285714285,48,7.0,55,true
1771778042240,round-robin,backend-2,7,50.285714285714285,48,7.0,45,true
1771778042241,round-robin,backend-3,7,56.142857142857146,61,7.0,47,true
1771778042247,round-robin,backend-2,7,50.285714285714285,48,7.0,47,true
1771778042239,round-robin,backend-3,7,56.142857142857146,61,7.0,59,true
1771778042240,round-robin,backend-1,7,56.142857142857146,48,7.0,58,true
1771778042247,round-robin,backend-1,7,56.142857142857146,48,7.0,51,true
1771778042250,round-robin,backend-2,7,50.285714285714285,48,7.0,51,true
1771778042255,round-robin,backend-2,7,50.285714285714285,48,7.0,46,true
1771778042261,round-robin,backend-2,7,50.285714285714285,48,7.0,44,true
1771778042254,round-robin,backend-1,7,56.142857142857146,48,7.0,51,true
1771778042261,round-robin,backend-3,7,56.142857142857146,61,7.0,48,true
1771778042247,round-robin,backend-3,7,56.142857142857146,61,7.0,63,true
1771778042247,round-robin,backend-1,7,56.142857142857146,48,7.0,63,true
1771778042262,round-robin,backend-3,7,56.142857142857146,61,7.0,51,true
1771778042254,round-robin,backend-3,7,56.142857142857146,61,7.0,59,true
1771778042261,round-robin,backend-3,7,56.142857142857146,61,7.0,52,true
1771778042261,round-robin,backend-1,7,56.142857142857146,48,7.0,58,true
1771778042262,round-robin,backend-2,7,50.285714285714285,48,7.0,65,true
1771778042286,round-robin,backend-2,7,50.285714285714285,48,7.0,41,true
1771778042262,round-robin,backend-1,7,56.142857142857146,48,7.0,66,true
1771778042288,round-robin,backend-3,7,56.142857142857146,61,7.0,46,true
1771778042283,round-robin,backend-1,7,56.142857142857146,48,7.0,60,true
1771778042299,round-robin,backend-3,7,56.142857142857146,61,7.0,49,true
1771778042299,round-robin,backend-1,7,56.142857142857146,48,7.0,50,true
1771778042310,round-robin,backend-3,7,56.142857142857146,61,7.0,46,true
1771778042299,round-robin,backend-2,7,50.285714285714285,48,7.0,57,true
1771778042294,round-robin,backend-1,7,56.142857142857146,48,7.0,67,true
1771778042314,round-robin,backend-1,7,56.142857142857146,48,7.0,47,true
1771778042306,round-robin,backend-2,7,50.285714285714285,48,7.0,55,true
1771778042302,round-robin,backend-3,7,56.142857142857146,61,7.0,59,true
1771778042306,round-robin,backend-1,7,56.142857142857146,48,7.0,56,true
1771778042313,round-robin,backend-3,7,56.142857142857146,61,7.0,49,true
1771778042302,round-robin,backend-2,7,50.285714285714285,48,7.0,65,true
1771778042314,round-robin,backend-2,7,50.285714285714285,48,7.0,54,true
1771778042311,round-robin,backend-2,7,50.285714285714285,48,7.0,57,true
1771778042310,round-robin,backend-1,7,56.142857142857146,48,7.0,58,true
1771778042328,round-robin,backend-3,7,56.142857142857146,61,7.0,50,true
1771778042320,round-robin,backend-3,7,56.142857142857146,61,7.0,58,true
1771778042328,round-robin,backend-1,7,56.142857142857146,48,7.0,55,true
1771778042335,round-robin,backend-1,7,56.142857142857146,48,7.0,48,true
1771778042328,round-robin,backend-2,7,50.285714285714285,48,7.0,61,true
1771778042349,round-robin,backend-1,7,56.142857142857146,48,7.0,48,true
1771778042349,round-robin,backend-3,7,56.142857142857146,61,7.0,54,true
1771778042344,round-robin,backend-2,7,50.285714285714285,48,7.0,60,true
1771778042357,round-robin,backend-2,7,50.285714285714285,48,7.0,47,true
1771778042362,round-robin,backend-3,7,56.142857142857146,61,7.0,49,true
1771778042363,round-robin,backend-3,7,56.142857142857146,61,7.0,48,true
1771778042357,round-robin,backend-3,7,56.142857142857146,61,7.0,55,true
1771778042369,round-robin,backend-1,7,56.142857142857146,48,7.0,45,true
1771778042362,round-robin,backend-2,7,50.285714285714285,48,7.0,57,true
1771778042368,round-robin,backend-2,7,50.285714285714285,48,7.0,52,true
1771778042368,round-robin,backend-1,7,56.142857142857146,48,7.0,52,true
1771778042363,round-robin,backend-2,7,50.285714285714285,48,7.0,59,true
1771778042362,round-robin,backend-1,7,56.142857142857146,48,7.0,60,true
1771778042362,round-robin,backend-1,7,56.142857142857146,48,7.0,63,true
1771778042384,round-robin,backend-2,7,50.285714285714285,48,7.0,47,true
1771778042368,round-robin,backend-3,7,56.142857142857146,61,7.0,64,true
1771778042379,round-robin,backend-3,7,56.142857142857146,61,7.0,60,true
1771778042378,round-robin,backend-2,7,50.285714285714285,48,7.0,61,true
1771778042397,round-robin,backend-1,7,56.142857142857146,48,7.0,42,true
1771778042384,round-robin,backend-1,7,56.142857142857146,48,7.0,61,true
1771778042389,round-robin,backend-3,7,56.142857142857146,61,7.0,56,true
1771778042404,round-robin,backend-2,7,50.285714285714285,48,7.0,48,true
1771778042405,round-robin,backend-1,7,56.142857142857146,48,7.0,47,true
1771778042412,round-robin,backend-1,7,56.142857142857146,48,7.0,46,true
1771778042404,round-robin,backend-3,7,56.142857142857146,61,7.0,56,true
1771778042411,round-robin,backend-2,7,50.285714285714285,48,7.0,53,true
1771778042423,round-robin,backend-1,7,56.142857142857146,48,7.0,42,true
1771778042412,round-robin,backend-3,7,56.142857142857146,61,7.0,53,true
1771778042420,round-robin,backend-1,7,56.142857142857146,48,7.0,52,true
1771778042421,round-robin,backend-2,7,50.285714285714285,48,7.0,51,true
1771778042426,round-robin,backend-2,7,50.285714285714285,48,7.0,46,true
1771778042415,round-robin,backend-2,7,50.285714285714285,48,7.0,62,true
1771778042419,round-robin,backend-3,7,56.142857142857146,61,7.0,62,true
1771778042439,round-robin,backend-2,7,50.285714285714285,48,7.0,48,true
1771778042432,round-robin,backend-1,7,56.142857142857146,48,7.0,55,true
1771778042439,round-robin,backend-3,7,56.142857142857146,61,7.0,48,true
1771778042422,round-robin,backend-3,7,56.142857142857146,61,7.0,66,true
1771778042432,round-robin,backend-3,7,56.142857142857146,61,7.0,56,true
1771778042446,round-robin,backend-2,7,50.285714285714285,48,7.0,46,true
1771778042439,round-robin,backend-1,7,56.142857142857146,48,7.0,53,true
1771778042453,round-robin,backend-2,7,50.285714285714285,48,7.0,47,true
1771778042453,round-robin,backend-1,7,56.142857142857146,48,7.0,49,true
1771778042446,round-robin,backend-3,7,56.142857142857146,61,7.0,56,true
1771778042460,round-robin,backend-1,7,56.142857142857146,48,7.0,49,true
1771778042458,round-robin,backend-3,7,56.142857142857146,61,7.0,51,true
1771778042465,round-robin,backend-1,7,56.142857142857146,48,7.0,44,true
1771778042472,round-robin,backend-2,7,50.285714285714285,48,7.0,47,true
1771778042465,round-robin,backend-2,7,50.285714285714285,48,7.0,54,true
1771778042478,round-robin,backend-2,7,50.285714285714285,48,7.0,44,true
1771778042465,round-robin,backend-3,7,56.142857142857146,61,7.0,63,true
1771778042472,round-robin,backend-1,7,56.142857142857146,48,7.0,59,true
1771778042472,round-robin,backend-3,7,56.142857142857146,61,7.0,59,true
1771778042482,round-robin,backend-3,7,56.142857142857146,61,7.0,52,true
1771778042489,round-robin,backend-1,7,56.142857142857146,48,7.0,45,true
1771778042492,round-robin,backend-1,7,56.142857142857146,48,7.0,50,true
1771778042489,round-robin,backend-2,7,50.285714285714285,48,7.0,53,true
1771778042487,round-robin,backend-1,7,56.142857142857146,48,7.0,57,true
1771778042487,round-robin,backend-2,7,50.285714285714285,48,7.0,57,true
1771778042488,round-robin,backend-3,7,56.142857142857146,61,7.0,56,true
1771778042502,round-robin,backend-3,7,56.142857142857146,61,7.0,51,true
1771778042492,round-robin,backend-3,7,56.142857142857146,61,7.0,61,true
1771778042509,round-robin,backend-2,7,50.285714285714285,48,7.0,50,true
1771778042500,round-robin,backend-2,7,50.285714285714285,48,7.0,59,true
1771778042510,round-robin,backend-1,7,56.142857142857146,48,7.0,49,true
1771778042503,round-robin,backend-1,7,56.142857142857146,48,7.0,61,true
1771778042519,round-robin,backend-2,7,50.285714285714285,48,7.0,45,true
1771778042520,round-robin,backend-3,7,56.142857142857146,61,7.0,48,true
1771778042510,round-robin,backend-3,7,56.142857142857146,61,7.0,58,true
1771778042523,round-robin,backend-1,7,56.142857142857146,48,7.0,61,true
1771778042535,round-robin,backend-2,7,50.285714285714285,48,7.0,49,true
1771778042532,round-robin,backend-1,7,56.142857142857146,48,7.0,54,true
1771778042532,round-robin,backend-3,7,56.142857142857146,61,7.0,54,true
1771778042535,round-robin,backend-3,7,56.142857142857146,61,7.0,56,true
1771778042528,round-robin,backend-2,7,50.285714285714285,48,7.0,64,true
1771778042545,round-robin,backend-3,73,53.93939393939394,52,66.0,54,true
1771778042545,round-robin,backend-1,7,56.142857142857146,48,7.0,55,true
1771778042545,round-robin,backend-2,7,50.285714285714285,48,7.0,60,true
1771778042554,round-robin,backend-1,72,53.39705882352941,56,68.0,61,true
